dialogue_id,turn,misc,family
486,turn 3,absent,D
486,turn 4,present,D
487,turn 1,not_evidenced,E
487,turn 2,present,E
487,turn 3,present,E
487,turn 4,not_evidenced,E
487,turn 5,present,E
487,turn 6,absent,E
488,turn 1,absent,C
488,turn 2,absent,C
488,turn 3,absent,C
489,turn 1,present,A
489,turn 2,absent,A
489,turn 3,absent,A
489,turn 4,not_evidenced,A
489,turn 5,absent,A
490,turn 1,present,F
490,turn 2,absent,F
491,turn 1,present,A
491,turn 2,present,A
491,turn 3,absent,A
491,turn 4,absent,A
491,turn 5,not_evidenced,A
492,turn 1,present,B
492,turn 2,absent,B
492,turn 3,present,B
492,turn 4,absent,B
492,turn 5,absent,B
493,turn 1,present,E
493,turn 2,absent,E
494,turn 1,present,E
494,turn 2,present,E
494,turn 3,present,E
494,turn 4,present,E
494,turn 5,present,E
494,turn 6,present,E
494,turn 7,present,E
494,turn 8,present,E
495,turn 1,present,B
495,turn 2,present,B
495,turn 3,present,B
495,turn 4,absent,B
495,turn 5,absent,B
495,turn 6,absent,B
496,turn 1,present,F
496,turn 2,not_evidenced,F
496,turn 3,present,F
496,turn 4,present,F
496,turn 5,not_evidenced,F
496,turn 6,present,F
496,turn 7,not_evidenced,F
496,turn 8,present,F
496,turn 9,present,F
496,turn 10,not_evidenced,F
496,turn 11,absent,F
497,turn 1,present,D
497,turn 2,present,D
497,turn 3,present,D
497,turn 4,not_evidenced,D
497,turn 5,present,D
497,turn 6,present,D
497,turn 7,not_evidenced,D
498,turn 1,present,A
498,turn 2,present,A
498,turn 3,present,A
498,turn 4,absent,A
499,turn 1,present,D
499,turn 2,present,D
499,turn 3,present,D
499,turn 4,absent,D
499,turn 5,present,D
499,turn 6,absent,D
500,turn 1,present,F
500,turn 2,present,F
500,turn 3,absent,F
501,turn 1,present,D
501,turn 2,present,D
501,turn 3,absent,D
501,turn 4,absent,D
501,turn 5,present,D
501,turn 6,absent,D
501,turn 7,present,D
501,turn 8,present,D
502,turn 1,present,B
502,turn 2,absent,B
502,turn 3,present,B
502,turn 4,not_evidenced,B
502,turn 5,not_evidenced,B
502,turn 6,absent,B
502,turn 7,absent,B
503,turn 1,present,C
503,turn 2,present,C
503,turn 3,absent,C
503,turn 4,present,C
503,turn 5,absent,C
503,turn 6,present,C
503,turn 7,present,C
503,turn 8,present,C
503,turn 9,absent,C
504,turn 1,present,E
504,turn 2,present,E
504,turn 3,absent,E
504,turn 4,not_evidenced,E
504,turn 5,present,E
504,turn 6,absent,E
505,turn 1,present,E
505,turn 2,present,E
505,turn 3,present,E
505,turn 4,absent,E
505,turn 5,present,E
505,turn 6,absent,E
506,turn 1,present,F
506,turn 2,present,F
506,turn 3,present,F
506,turn 4,present,F
506,turn 5,absent,F
506,turn 6,present,F
506,turn 7,not_evidenced,F
506,turn 8,absent,F
506,turn 9,present,F
506,turn 10,absent,F
507,turn 1,present,E
507,turn 2,not_evidenced,E
507,turn 3,absent,E
508,turn 1,present,E
508,turn 2,absent,E
508,turn 3,present,E
508,turn 4,present,E
508,turn 5,absent,E
508,turn 6,present,E
508,turn 7,present,E
508,turn 8,absent,E
508,turn 9,present,E
508,turn 10,present,E
509,turn 1,absent,C
509,turn 2,not_evidenced,C
509,turn 3,present,C
509,turn 4,present,C
509,turn 5,present,C
509,turn 6,absent,C
509,turn 7,absent,C
509,turn 8,not_evidenced,C
509,turn 9,not_evidenced,C
509,turn 10,not_evidenced,C
510,turn 1,not_evidenced,E
510,turn 2,present,E
510,turn 3,present,E
510,turn 4,present,E
510,turn 5,present,E
510,turn 6,present,E
510,turn 7,present,E
510,turn 8,present,E
510,turn 9,present,E
510,turn 10,present,E
511,turn 1,not_evidenced,E
511,turn 2,absent,E
511,turn 3,present,E
511,turn 4,absent,E
512,turn 1,absent,D
512,turn 2,not_evidenced,D
512,turn 3,present,D
512,turn 4,absent,D
512,turn 5,not_evidenced,D
513,turn 1,absent,E
513,turn 2,absent,E
513,turn 3,absent,E
513,turn 4,present,E
513,turn 5,present,E
513,turn 6,absent,E
513,turn 7,absent,E
513,turn 8,present,E
513,turn 9,present,E
513,turn 10,present,E
515,turn 1,present,D
515,turn 2,not_evidenced,D
515,turn 3,absent,D
515,turn 4,absent,D
515,turn 5,not_evidenced,D
516,turn 1,present,A
516,turn 2,absent,A
516,turn 3,absent,A
516,turn 4,present,A
516,turn 5,absent,A
516,turn 6,absent,A
516,turn 7,not_evidenced,A
517,turn 1,present,C
517,turn 2,present,C
517,turn 3,absent,C
517,turn 4,not_evidenced,C
518,turn 1,not_evidenced,C
518,turn 2,absent,C
518,turn 3,absent,C
518,turn 4,absent,C
518,turn 5,absent,C
518,turn 6,not_evidenced,C
519,turn 1,present,F
519,turn 2,present,F
519,turn 3,present,F
519,turn 4,present,F
519,turn 5,present,F
519,turn 6,present,F
519,turn 7,present,F
520,turn 1,present,A
520,turn 2,absent,A
520,turn 3,absent,A
520,turn 4,not_evidenced,A
521,turn 1,present,A
521,turn 2,not_evidenced,A
521,turn 3,present,A
521,turn 4,absent,A
521,turn 5,present,A
521,turn 6,absent,A
521,turn 7,present,A
521,turn 8,absent,A
521,turn 9,absent,A
521,turn 10,not_evidenced,A
522,turn 1,present,E
522,turn 2,not_evidenced,E
522,turn 3,present,E
522,turn 4,absent,E
522,turn 5,not_evidenced,E
522,turn 6,absent,E
522,turn 7,present,E
522,turn 8,absent,E
522,turn 9,not_evidenced,E
523,turn 1,present,E
523,turn 2,present,E
523,turn 3,present,E
523,turn 4,absent,E
523,turn 5,present,E
524,turn 1,present,D
524,turn 2,present,D
524,turn 3,present,D
524,turn 4,present,D
524,turn 5,present,D
524,turn 6,absent,D
524,turn 7,present,D
525,turn 1,present,B
525,turn 2,present,B
525,turn 3,present,B
525,turn 4,not_evidenced,B
525,turn 5,present,B
525,turn 6,present,B
525,turn 7,not_evidenced,B
525,turn 8,present,B
525,turn 9,present,B
525,turn 10,present,B
525,turn 11,absent,B
526,turn 1,present,E
526,turn 2,present,E
526,turn 3,present,E
526,turn 4,present,E
526,turn 5,absent,E
526,turn 6,present,E
526,turn 7,absent,E
526,turn 8,absent,E
527,turn 1,present,B
527,turn 2,present,B
527,turn 3,present,B
527,turn 4,present,B
527,turn 5,present,B
527,turn 6,absent,B
528,turn 1,present,B
528,turn 2,not_evidenced,B
528,turn 3,not_evidenced,B
528,turn 4,not_evidenced,B
528,turn 5,present,B
528,turn 6,not_evidenced,B
528,turn 7,present,B
528,turn 8,present,B
528,turn 9,absent,B
529,turn 1,present,F
529,turn 2,absent,F
529,turn 3,absent,F
529,turn 4,absent,F
529,turn 5,absent,F
529,turn 6,absent,F
530,turn 1,present,A
530,turn 2,present,A
530,turn 3,not_evidenced,A
530,turn 4,present,A
530,turn 5,present,A
530,turn 6,present,A
530,turn 7,present,A
530,turn 8,present,A
530,turn 9,absent,A
530,turn 10,absent,A
531,turn 1,present,B
531,turn 2,present,B
531,turn 3,present,B
531,turn 4,present,B
531,turn 5,not_evidenced,B
531,turn 6,not_evidenced,B
531,turn 7,not_evidenced,B
532,turn 1,present,C
532,turn 2,absent,C
532,turn 3,not_evidenced,C
533,turn 1,absent,A
533,turn 2,not_evidenced,A
533,turn 3,absent,A
533,turn 4,not_evidenced,A
534,turn 1,present,B
534,turn 2,present,B
534,turn 3,absent,B
534,turn 4,not_evidenced,B
534,turn 5,not_evidenced,B
535,turn 1,present,B
535,turn 2,absent,B
536,turn 1,present,C
536,turn 2,absent,C
537,turn 1,present,C
537,turn 2,present,C
537,turn 3,absent,C
538,turn 1,present,E
538,turn 2,present,E
538,turn 3,not_evidenced,E
538,turn 4,present,E
538,turn 5,absent,E
538,turn 6,present,E
538,turn 7,absent,E
539,turn 1,present,A
539,turn 2,present,A
539,turn 3,present,A
539,turn 4,absent,A
540,turn 1,present,D
540,turn 2,present,D
540,turn 3,present,D
540,turn 4,present,D
540,turn 5,present,D
540,turn 6,absent,D
541,turn 1,not_evidenced,E
541,turn 2,absent,E
542,turn 1,not_evidenced,A
542,turn 2,absent,A
542,turn 3,absent,A
542,turn 4,not_evidenced,A
542,turn 5,present,A
543,turn 1,absent,F
543,turn 2,present,F
543,turn 3,present,F
543,turn 4,absent,F
544,turn 1,present,F
544,turn 2,present,F
544,turn 3,present,F
544,turn 4,present,F
545,turn 1,present,D
545,turn 2,absent,D
545,turn 3,absent,D
545,turn 4,absent,D
545,turn 5,present,D
545,turn 6,present,D
545,turn 7,present,D
545,turn 8,absent,D
545,turn 9,absent,D
546,turn 1,present,A
546,turn 2,not_evidenced,A
546,turn 3,present,A
546,turn 4,present,A
546,turn 5,absent,A
546,turn 6,not_evidenced,A
547,turn 1,present,F
547,turn 2,absent,F
547,turn 3,absent,F
547,turn 4,not_evidenced,F
547,turn 5,not_evidenced,F
547,turn 6,not_evidenced,F
547,turn 7,not_evidenced,F
547,turn 8,not_evidenced,F
547,turn 9,not_evidenced,F
547,turn 10,not_evidenced,F
548,turn 1,present,F
548,turn 2,absent,F
548,turn 3,absent,F
549,turn 1,present,A
549,turn 2,absent,A
550,turn 1,present,A
550,turn 2,not_evidenced,A
550,turn 3,present,A
550,turn 4,absent,A
550,turn 5,present,A
550,turn 6,present,A
550,turn 7,present,A
550,turn 8,present,A
550,turn 9,present,A
550,turn 10,present,A
550,turn 11,present,A
550,turn 12,not_evidenced,A
551,turn 1,present,C
551,turn 2,present,C
551,turn 3,present,C
551,turn 4,absent,C
551,turn 5,present,C
551,turn 6,absent,C
551,turn 7,absent,C
552,turn 1,present,C
552,turn 2,absent,C
553,turn 1,absent,A
553,turn 2,not_evidenced,A
554,turn 1,absent,E
554,turn 2,not_evidenced,E
555,turn 1,present,D
555,turn 2,present,D
555,turn 3,absent,D
555,turn 4,not_evidenced,D
555,turn 5,absent,D
555,turn 6,absent,D
555,turn 7,absent,D
555,turn 8,present,D
555,turn 9,absent,D
556,turn 1,not_evidenced,D
556,turn 2,not_evidenced,D
556,turn 3,present,D
556,turn 4,absent,D
557,turn 1,absent,F
557,turn 2,absent,F
557,turn 3,absent,F
557,turn 4,absent,F
557,turn 5,absent,F
557,turn 6,absent,F
557,turn 7,absent,F
557,turn 8,not_evidenced,F
558,turn 1,present,F
558,turn 2,present,F
558,turn 3,not_evidenced,F
558,turn 4,present,F
558,turn 5,present,F
558,turn 6,present,F
558,turn 7,present,F
558,turn 8,absent,F
559,turn 1,absent,A
559,turn 2,not_evidenced,A
559,turn 3,absent,A
560,turn 1,present,A
560,turn 2,absent,A
560,turn 3,present,A
560,turn 4,absent,A
560,turn 5,present,A
560,turn 6,absent,A
561,turn 1,present,E
561,turn 2,present,E
561,turn 3,present,E
562,turn 1,present,C
562,turn 2,present,C
562,turn 3,absent,C
562,turn 4,absent,C
562,turn 5,absent,C
562,turn 6,absent,C
562,turn 7,not_evidenced,C
563,turn 1,present,D
563,turn 2,present,D
563,turn 3,absent,D
564,turn 1,present,E
564,turn 2,absent,E
564,turn 3,absent,E
565,turn 1,present,F
565,turn 2,present,F
565,turn 3,present,F
565,turn 4,present,F
565,turn 5,present,F
565,turn 6,present,F
565,turn 7,present,F
565,turn 8,present,F
565,turn 9,present,F
565,turn 10,absent,F
566,turn 1,present,C
566,turn 2,not_evidenced,C
566,turn 3,absent,C
566,turn 4,absent,C
566,turn 5,present,C
566,turn 6,present,C
566,turn 7,absent,C
566,turn 8,not_evidenced,C
566,turn 9,absent,C
567,turn 1,present,F
567,turn 2,present,F
567,turn 3,not_evidenced,F
567,turn 4,absent,F
567,turn 5,present,F
567,turn 6,present,F
567,turn 7,absent,F
567,turn 8,not_evidenced,F
568,turn 1,present,F
568,turn 2,absent,F
568,turn 3,present,F
568,turn 4,present,F
568,turn 5,present,F
568,turn 6,absent,F
568,turn 7,absent,F
568,turn 8,absent,F
568,turn 9,absent,F
568,turn 10,present,F
569,turn 1,present,D
569,turn 2,not_evidenced,D
569,turn 3,not_evidenced,D
569,turn 4,absent,D
569,turn 5,absent,D
569,turn 6,absent,D
569,turn 7,absent,D
569,turn 8,not_evidenced,D
570,turn 1,present,B
570,turn 2,not_evidenced,B
570,turn 3,absent,B
570,turn 4,present,B
570,turn 5,present,B
570,turn 6,present,B
570,turn 7,absent,B
570,turn 8,present,B
570,turn 9,present,B
570,turn 10,present,B
570,turn 11,present,B
570,turn 12,present,B
570,turn 13,absent,B
570,turn 14,not_evidenced,B
571,turn 1,present,D
571,turn 2,not_evidenced,D
571,turn 3,not_evidenced,D
571,turn 4,present,D
571,turn 5,present,D
571,turn 6,present,D
571,turn 7,present,D
571,turn 8,present,D
571,turn 9,present,D
571,turn 10,absent,D
571,turn 11,not_evidenced,D
572,turn 1,present,B
572,turn 2,present,B
572,turn 3,absent,B
572,turn 4,not_evidenced,B
573,turn 1,present,C
573,turn 2,not_evidenced,C
573,turn 3,present,C
573,turn 4,present,C
573,turn 5,present,C
573,turn 6,absent,C
573,turn 7,absent,C
573,turn 8,not_evidenced,C
574,turn 1,present,A
574,turn 2,absent,A
575,turn 1,present,C
575,turn 2,present,C
575,turn 3,absent,C
575,turn 4,not_evidenced,C
575,turn 5,not_evidenced,C
575,turn 6,not_evidenced,C
576,turn 1,present,B
576,turn 2,absent,B
576,turn 3,not_evidenced,B
577,turn 1,present,D
577,turn 2,present,D
577,turn 3,not_evidenced,D
577,turn 4,not_evidenced,D
577,turn 5,not_evidenced,D
577,turn 6,not_evidenced,D
577,turn 7,not_evidenced,D
578,turn 1,absent,C
578,turn 2,absent,C
578,turn 3,absent,C
578,turn 4,absent,C
579,turn 1,present,F
579,turn 2,absent,F
580,turn 1,present,C
580,turn 2,absent,C
580,turn 3,absent,C
581,turn 1,present,E
581,turn 2,present,E
581,turn 3,not_evidenced,E
581,turn 4,present,E
581,turn 5,not_evidenced,E
581,turn 6,present,E
581,turn 7,present,E
581,turn 8,present,E
581,turn 9,present,E
582,turn 1,present,E
582,turn 2,present,E
583,turn 1,present,E
583,turn 2,present,E
583,turn 3,present,E
583,turn 4,not_evidenced,E
583,turn 5,present,E
583,turn 6,absent,E
584,turn 1,present,A
584,turn 2,absent,A
584,turn 3,absent,A
584,turn 4,not_evidenced,A
585,turn 1,not_evidenced,B
585,turn 2,present,B
586,turn 1,present,C
586,turn 2,present,C
586,turn 3,absent,C
586,turn 4,absent,C
586,turn 5,present,C
586,turn 6,present,C
586,turn 7,absent,C
586,turn 8,present,C
586,turn 9,present,C
586,turn 10,present,C
586,turn 11,absent,C
587,turn 1,not_evidenced,B
587,turn 2,present,B
587,turn 3,present,B
587,turn 4,absent,B
587,turn 5,absent,B
587,turn 6,present,B
587,turn 7,present,B
587,turn 8,present,B
587,turn 9,present,B
587,turn 10,absent,B
588,turn 1,absent,E
588,turn 2,absent,E
589,turn 1,absent,D
589,turn 2,absent,D
589,turn 3,absent,D
589,turn 4,present,D
589,turn 5,present,D
589,turn 6,present,D
589,turn 7,absent,D
589,turn 8,absent,D
589,turn 9,absent,D
589,turn 10,absent,D
590,turn 1,present,A
590,turn 2,present,A
590,turn 3,present,A
590,turn 4,present,A
590,turn 5,absent,A
591,turn 1,present,C
591,turn 2,present,C
591,turn 3,absent,C
591,turn 4,not_evidenced,C
592,turn 1,present,E
592,turn 2,present,E
592,turn 3,absent,E
593,turn 1,present,A
593,turn 2,absent,A
594,turn 1,present,F
594,turn 2,absent,F
595,turn 1,present,C
595,turn 2,present,C
595,turn 3,present,C
595,turn 4,absent,C
595,turn 5,absent,C
596,turn 1,present,B
596,turn 2,absent,B
596,turn 3,not_evidenced,B
597,turn 1,present,F
597,turn 2,present,F
597,turn 3,absent,F
597,turn 4,absent,F
598,turn 1,present,B
598,turn 2,absent,B
598,turn 3,present,B
598,turn 4,absent,B
598,turn 5,absent,B
598,turn 6,present,B
598,turn 7,present,B
598,turn 8,present,B
599,turn 1,present,A
599,turn 2,present,A
599,turn 3,not_evidenced,A
599,turn 4,present,A
599,turn 5,absent,A
600,turn 1,present,C
600,turn 2,present,C
600,turn 3,present,C
600,turn 4,present,C
600,turn 5,present,C
600,turn 6,present,C
600,turn 7,present,C
600,turn 8,present,C
600,turn 9,present,C
600,turn 10,present,C
601,turn 1,present,E
601,turn 2,present,E
601,turn 3,absent,E
601,turn 4,absent,E
602,turn 1,present,A
602,turn 2,present,A
602,turn 3,not_evidenced,A
602,turn 4,present,A
602,turn 5,present,A
602,turn 6,present,A
602,turn 7,present,A
602,turn 8,absent,A
603,turn 1,present,D
603,turn 2,absent,D
603,turn 3,present,D
603,turn 4,present,D
603,turn 5,absent,D
604,turn 1,present,A
604,turn 2,present,A
604,turn 3,present,A
604,turn 4,present,A
604,turn 5,present,A
604,turn 6,present,A
604,turn 7,absent,A
604,turn 8,not_evidenced,A
605,turn 1,present,D
605,turn 2,present,D
605,turn 3,present,D
605,turn 4,present,D
605,turn 5,present,D
605,turn 6,present,D
605,turn 7,absent,D
605,turn 8,absent,D
605,turn 9,present,D
605,turn 10,present,D
605,turn 11,present,D
605,turn 12,absent,D
605,turn 13,absent,D
606,turn 1,present,B
606,turn 2,present,B
606,turn 3,present,B
606,turn 4,present,B
606,turn 5,present,B
606,turn 6,present,B
606,turn 7,not_evidenced,B
607,turn 1,present,B
607,turn 2,absent,B
608,turn 1,absent,F
608,turn 2,absent,F
608,turn 3,absent,F
609,turn 1,not_evidenced,E
609,turn 2,absent,E
609,turn 3,absent,E
609,turn 4,absent,E
609,turn 5,absent,E
610,turn 1,absent,D
610,turn 2,present,D
610,turn 3,present,D
610,turn 4,absent,D
611,turn 1,absent,E
611,turn 2,absent,E
611,turn 3,absent,E
611,turn 4,present,E
611,turn 5,absent,E
612,turn 1,not_evidenced,D
612,turn 2,not_evidenced,D
612,turn 3,not_evidenced,D
613,turn 1,present,F
613,turn 2,present,F
613,turn 3,present,F
613,turn 4,absent,F
614,turn 1,present,E
614,turn 2,present,E
614,turn 3,present,E
614,turn 4,present,E
614,turn 5,absent,E
614,turn 6,present,E
614,turn 7,not_evidenced,E
614,turn 8,present,E
614,turn 9,absent,E
614,turn 10,absent,E
615,turn 1,present,E
615,turn 2,not_evidenced,E
615,turn 3,absent,E
615,turn 4,absent,E
615,turn 5,present,E
615,turn 6,present,E
615,turn 7,present,E
615,turn 8,absent,E
615,turn 9,not_evidenced,E
616,turn 1,present,C
616,turn 2,present,C
616,turn 3,present,C
616,turn 4,absent,C
617,turn 1,present,E
617,turn 2,present,E
617,turn 3,absent,E
617,turn 4,absent,E
617,turn 5,absent,E
617,turn 6,absent,E
618,turn 1,present,F
618,turn 2,present,F
618,turn 3,not_evidenced,F
618,turn 4,absent,F
618,turn 5,absent,F
619,turn 1,present,E
619,turn 2,absent,E
619,turn 3,absent,E
619,turn 4,absent,E
620,turn 1,present,C
620,turn 2,absent,C
620,turn 3,absent,C
620,turn 4,not_evidenced,C
621,turn 1,present,C
621,turn 2,not_evidenced,C
621,turn 3,absent,C
622,turn 1,present,E
622,turn 2,present,E
622,turn 3,absent,E
623,turn 1,present,D
623,turn 2,not_evidenced,D
623,turn 3,present,D
623,turn 4,present,D
623,turn 5,present,D
623,turn 6,present,D
623,turn 7,present,D
623,turn 8,not_evidenced,D
623,turn 9,present,D
623,turn 10,absent,D
623,turn 11,present,D
623,turn 12,present,D
624,turn 1,present,B
624,turn 2,present,B
624,turn 3,absent,B
624,turn 4,present,B
624,turn 5,present,B
625,turn 1,present,B
625,turn 2,absent,B
625,turn 3,absent,B
625,turn 4,present,B
625,turn 5,absent,B
625,turn 6,absent,B
625,turn 7,absent,B
626,turn 1,present,F
626,turn 2,present,F
626,turn 3,not_evidenced,F
626,turn 4,absent,F
626,turn 5,absent,F
626,turn 6,absent,F
626,turn 7,absent,F
626,turn 8,present,F
626,turn 9,present,F
626,turn 10,absent,F
626,turn 11,present,F
626,turn 12,absent,F
626,turn 13,present,F
627,turn 1,present,E
627,turn 2,absent,E
627,turn 3,absent,E
627,turn 4,absent,E
627,turn 5,not_evidenced,E
627,turn 6,not_evidenced,E
627,turn 7,present,E
627,turn 8,absent,E
627,turn 9,not_evidenced,E
627,turn 10,not_evidenced,E
628,turn 1,present,B
628,turn 2,absent,B
629,turn 1,present,D
629,turn 2,absent,D
629,turn 3,present,D
629,turn 4,present,D
629,turn 5,absent,D
630,turn 1,present,F
630,turn 2,not_evidenced,F
630,turn 3,absent,F
630,turn 4,present,F
630,turn 5,present,F
630,turn 6,present,F
630,turn 7,present,F
630,turn 8,present,F
631,turn 1,present,A
631,turn 2,present,A
631,turn 3,absent,A
632,turn 1,present,B
632,turn 2,present,B
632,turn 3,not_evidenced,B
633,turn 1,absent,F
633,turn 2,absent,F
633,turn 3,present,F
633,turn 4,present,F
633,turn 5,present,F
633,turn 6,present,F
633,turn 7,absent,F
633,turn 8,absent,F
633,turn 9,present,F
633,turn 10,absent,F
634,turn 1,present,D
634,turn 2,present,D
634,turn 3,present,D
634,turn 4,present,D
634,turn 5,absent,D
634,turn 6,present,D
634,turn 7,present,D
634,turn 8,present,D
634,turn 9,absent,D
635,turn 1,present,A
635,turn 2,present,A
635,turn 3,not_evidenced,A
635,turn 4,present,A
635,turn 5,present,A
635,turn 6,present,A
635,turn 7,not_evidenced,A
635,turn 8,present,A
635,turn 9,absent,A
635,turn 10,not_evidenced,A
635,turn 11,not_evidenced,A
635,turn 12,absent,A
636,turn 1,present,F
636,turn 2,present,F
636,turn 3,present,F
636,turn 4,not_evidenced,F
636,turn 5,present,F
636,turn 6,present,F
636,turn 7,absent,F
636,turn 8,present,F
636,turn 9,absent,F
637,turn 1,present,D
637,turn 2,not_evidenced,D
637,turn 3,present,D
637,turn 4,not_evidenced,D
637,turn 5,present,D
637,turn 6,not_evidenced,D
637,turn 7,present,D
637,turn 8,not_evidenced,D
637,turn 9,not_evidenced,D
637,turn 10,present,D
637,turn 11,absent,D
638,turn 1,present,A
638,turn 2,absent,A
639,turn 1,present,B
639,turn 2,absent,B
639,turn 3,absent,B
639,turn 4,absent,B
639,turn 5,absent,B
640,turn 1,present,B
640,turn 2,present,B
640,turn 3,absent,B
640,turn 4,present,B
640,turn 5,not_evidenced,B
640,turn 6,not_evidenced,B
640,turn 7,present,B
640,turn 8,present,B
641,turn 1,present,A
641,turn 2,absent,A
641,turn 3,absent,A
641,turn 4,absent,A
641,turn 5,present,A
641,turn 6,present,A
641,turn 7,absent,A
641,turn 8,present,A
641,turn 9,absent,A
641,turn 10,not_evidenced,A
642,turn 1,present,F
642,turn 2,absent,F
642,turn 3,absent,F
642,turn 4,not_evidenced,F
643,turn 1,not_evidenced,C
643,turn 2,absent,C
643,turn 3,not_evidenced,C
643,turn 4,not_evidenced,C
643,turn 5,absent,C
643,turn 6,absent,C
643,turn 7,absent,C
643,turn 8,not_evidenced,C
644,turn 1,absent,E
644,turn 2,present,E
645,turn 1,not_evidenced,B
645,turn 2,absent,B
645,turn 3,present,B
645,turn 4,present,B
645,turn 5,absent,B
645,turn 6,present,B
645,turn 7,absent,B
645,turn 8,absent,B
645,turn 9,absent,B
645,turn 10,present,B
645,turn 11,present,B
646,turn 1,absent,B
646,turn 2,present,B
646,turn 3,present,B
646,turn 4,present,B
646,turn 5,present,B
646,turn 6,present,B
646,turn 7,absent,B
647,turn 1,present,C
647,turn 2,absent,C
647,turn 3,absent,C
647,turn 4,absent,C
648,turn 1,present,B
648,turn 2,absent,B
649,turn 1,present,D
649,turn 2,present,D
649,turn 3,absent,D
650,turn 1,present,A
650,turn 2,present,A
650,turn 3,present,A
650,turn 4,present,A
650,turn 5,absent,A
650,turn 6,absent,A
651,turn 1,present,B
651,turn 2,not_evidenced,B
651,turn 3,present,B
651,turn 4,not_evidenced,B
651,turn 5,not_evidenced,B
652,turn 1,present,F
652,turn 2,present,F
652,turn 3,absent,F
652,turn 4,absent,F
653,turn 1,present,A
653,turn 2,present,A
653,turn 3,absent,A
654,turn 1,present,E
654,turn 2,absent,E
654,turn 3,absent,E
656,turn 1,present,E
656,turn 2,present,E
656,turn 3,present,E
656,turn 4,present,E
657,turn 1,present,C
657,turn 2,not_evidenced,C
659,turn 1,present,B
659,turn 2,not_evidenced,B
659,turn 3,absent,B
659,turn 4,present,B
659,turn 5,present,B
659,turn 6,absent,B
659,turn 7,absent,B
659,turn 8,not_evidenced,B
660,turn 1,present,C
660,turn 2,present,C
660,turn 3,present,C
660,turn 4,absent,C
660,turn 5,present,C
660,turn 6,present,C
660,turn 7,present,C
660,turn 8,present,C
660,turn 9,present,C
661,turn 1,present,A
661,turn 2,absent,A
661,turn 3,absent,A
661,turn 4,not_evidenced,A
661,turn 5,present,A
661,turn 6,present,A
661,turn 7,absent,A
662,turn 1,present,C
662,turn 2,present,C
662,turn 3,present,C
662,turn 4,present,C
662,turn 5,absent,C
662,turn 6,present,C
662,turn 7,present,C
662,turn 8,present,C
662,turn 9,present,C
662,turn 10,absent,C
662,turn 11,not_evidenced,C
663,turn 1,present,A
663,turn 2,absent,A
664,turn 1,present,F
664,turn 2,absent,F
664,turn 3,absent,F
664,turn 4,present,F
664,turn 5,present,F
664,turn 6,absent,F
664,turn 7,absent,F
664,turn 8,present,F
664,turn 9,present,F
664,turn 10,absent,F
664,turn 11,present,F
664,turn 12,not_evidenced,F
665,turn 1,present,D
665,turn 2,present,D
665,turn 3,present,D
665,turn 4,absent,D
665,turn 5,absent,D
665,turn 6,present,D
665,turn 7,present,D
665,turn 8,absent,D
665,turn 9,present,D
666,turn 1,present,B
666,turn 2,present,B
666,turn 3,present,B
666,turn 4,present,B
666,turn 5,present,B
666,turn 6,present,B
666,turn 7,present,B
666,turn 8,present,B
666,turn 9,absent,B
666,turn 10,not_evidenced,B
666,turn 11,absent,B
667,turn 1,present,D
667,turn 2,not_evidenced,D
667,turn 3,present,D
667,turn 4,absent,D
667,turn 5,present,D
667,turn 6,present,D
667,turn 7,present,D
667,turn 8,present,D
668,turn 1,present,F
668,turn 2,present,F
668,turn 3,present,F
668,turn 4,present,F
668,turn 5,present,F
668,turn 6,present,F
669,turn 1,present,C
669,turn 2,present,C
669,turn 3,absent,C
669,turn 4,absent,C
669,turn 5,absent,C
670,turn 1,present,E
670,turn 2,absent,E
670,turn 3,not_evidenced,E
671,turn 1,present,C
671,turn 2,absent,C
671,turn 3,absent,C
671,turn 4,not_evidenced,C
672,turn 1,absent,C
672,turn 2,absent,C
672,turn 3,absent,C
673,turn 1,not_evidenced,C
673,turn 2,not_evidenced,C
673,turn 3,present,C
674,turn 1,present,B
674,turn 2,absent,B
674,turn 3,not_evidenced,B
674,turn 4,absent,B
675,turn 1,present,D
675,turn 2,absent,D
675,turn 3,present,D
675,turn 4,present,D
675,turn 5,absent,D
675,turn 6,not_evidenced,D
675,turn 7,not_evidenced,D
675,turn 8,not_evidenced,D
675,turn 9,not_evidenced,D
675,turn 10,not_evidenced,D
676,turn 1,absent,A
676,turn 2,present,A
676,turn 3,present,A
676,turn 4,present,A
676,turn 5,present,A
676,turn 6,present,A
676,turn 7,present,A
676,turn 8,present,A
676,turn 9,present,A
676,turn 10,not_evidenced,A
676,turn 11,present,A
676,turn 12,not_evidenced,A
677,turn 1,present,A
677,turn 2,present,A
677,turn 3,absent,A
677,turn 4,absent,A
677,turn 5,absent,A
677,turn 6,absent,A
677,turn 7,not_evidenced,A
678,turn 1,present,B
678,turn 2,absent,B
678,turn 3,absent,B
678,turn 4,absent,B
679,turn 1,present,F
679,turn 2,present,F
679,turn 3,present,F
679,turn 4,present,F
679,turn 5,present,F
679,turn 6,absent,F
679,turn 7,not_evidenced,F
680,turn 1,present,E
680,turn 2,present,E
680,turn 3,not_evidenced,E
680,turn 4,present,E
680,turn 5,present,E
680,turn 6,absent,E
680,turn 7,absent,E
681,turn 1,present,A
681,turn 2,not_evidenced,A
681,turn 3,absent,A
681,turn 4,absent,A
